WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((561656.186928965 5278772.49664075,570049.319315381 5279375.75978274));60;Bürg-Vöstenhof;31842;2641;Hauptstra�e 19;47.659.407.500.000.000;15.821.152.570.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;372;168;UW Hart;;9091;y;n;n;8414,78
MULTILINESTRING ((364577.921724677 5285773.13503338,356169.858290043 5285460.95153792));51;Kuchl;50207;5425;Gaißau 200;47.711.131.899.999.900;13.194.608.669.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;437;56;UW Oberalm;;9157;y;n;n;8413,86
MULTILINESTRING ((408272.700845016 5175534.93904254,407390.558758363 5167167.6163352));1;Afritz am See;20701;9542;Schulstra�e 2;46.727.071.199.999.900;13.799.561.900.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;73;448;Omya GmbG;;4163;y;n;n;8413,7
MULTILINESTRING ((450499.861195029 5279224.56986212,451023.479303716 5270840.02897389));366;Stadl-Paura;41820;4582;Stiftsplatz 7;47.664.519.300.000.000;14.340.681.099.999.900;St. Ulrich im Mühlkreis;41336;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;481;652;UW Ardning;;9202;y;n;n;8400,88
MULTILINESTRING ((360318.968071877 5319694.17377268,368076.401619428 5316472.92592224));239;Pasching;41017;5163;Palting 15;48.015.263.699.999.900;13.126.899.999.999.900;Ottensheim;41617;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;113;39;UW Lengau;;4203;y;n;n;8399,66
MULTILINESTRING ((356396.681954479 5234008.78498732,359275.446509359 5241898.97547115));93;Schleedorf;50331;5632;Dorfgastein Nr. 84;47.243.846.349.999.900;13.102.441.199.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;441;515;FKW Schwarzach;;9161;y;n;n;8398,95
MULTILINESTRING ((410380.80898937 5331680.61223455,418101.396326315 5328385.23181203));32;Bachmanning;41802;4672;Gemeinde Bachmanning;48.132.066.790.000.000;13.795.511.010.000.000;Auerbach;40403;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;399;25;UW Lambach;;9119;y;y;n;8394,46
MULTILINESTRING ((573681.97528627 5401938.31123083,577266.889610782 5394356.45304789));400;Retzbach;31038;2070;Dorfstra�e 2;48.766.088.099.999.900;16.002.694.999.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;390;68;UW Peigarten;;9110;y;n;n;8386,67
MULTILINESTRING ((231021.913604862 5226535.59968859,222651.865880152 5226914.12662093));139;Mühlbachl;70330;6143;Zieglstadl 32;47.137.360.600.000.000;11.452.737.300.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;39;608;KW Medraz;;4129;y;n;n;8378,6
MULTILINESTRING ((506316.716022803 5396642.21833884,499158.573287384 5400962.23473349));236;Kirchberg am Walde;30921;3932;Kirchberg am Walde 88;48.722.774.299.999.900;15.085.886.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;379;150;UW Gmuend;;9099;y;n;n;8360,71
MULTILINESTRING ((470614.647457216 5309421.36283033,463917.841833451 5304416.95120448));180;Maria Schmolln;40420;4443;Neustift 1;47.937.435.299.999.900;14.606.545.900.000.000;Luftenberg an der Donau;41110;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;408;662;UW Grossraming;;9128;y;n;n;8360,1
MULTILINESTRING ((534633.492056738 5180963.31328791,542689.74289373 5183089.11057552));109;Knittelfeld;62041;8451;Steinriegel 11;46.781.319.300.000.000;15.453.703.000.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;455;367;UW Leibnitz;;9176;y;n;n;8332
MULTILINESTRING ((472492.607078519 5313815.97337085,480721.464344127 5315034.25810577));101;Ertl;30510;3355;Hauptplatz 1;47.977.057.299.999.900;14.631.409.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;371;99;UW Gerstl;;9090;y;n;n;8318,55
MULTILINESTRING ((120217.755244137 5268303.02979473,112187.895154326 5270471.10060416));35;;80216;6952;Platz 370;47.457.288.499.999.900;9.960.840.140.000.000;;;Hittisau;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;523;593;UW Vorderwald;;9246;y;n;n;8317,4
MULTILINESTRING ((456401.514049087 5213417.74411788,451716.994698252 5220285.97208309));153;Niklasdorf;61110;9360;Hauptplatz 1;47.072.832.400.000.000;14.425.747.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;486;490;UW Teufenbach;;9207;y;n;n;8313,68
MULTILINESTRING ((517413.418109669 5215552.42352756,510237.816621877 5211363.82796018));247;Straß in Steiermark;60647;8113;Stiwoll 24;47.093.251.400.000.000;15.229.446.400.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;88;347;UW Baernbach;;4178;y;n;n;8308,65
MULTILINESTRING ((227509.799849164 5220175.73729909,222651.865880152 5226914.12662093));246;Trins;70359;6152;Trins 36;47.078.800.749.999.900;11.410.359.639.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;39;608;KW Medraz;;4129;y;n;n;8306,95
MULTILINESTRING ((385819.710137551 5348125.56206606,389678.688015051 5340782.17573264));398;Utzenaich;41233;4972;Hofmark 3;48.276.033.800.000.000;13.461.092.799.999.900;Ulrichsberg;41342;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;410;36;UW Ried;;9130;y;n;n;8295,6
MULTILINESTRING ((626653.54125279 5347159.8141436,633597.229958242 5342646.76177148));341;Obersiebenbrunn;30842;2283;Hauptplatz 11;48.264.977.000.000.000;16.706.657.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;259;310;UW Lassee;;4033;y;n;n;8281,45
MULTILINESTRING ((621040.719189786 5346926.46252003,620459.444109857 5355185.39145642));156;Großriedenthal;32109;2282;Gro�hofen 27;48.263.975.879.999.900;16.630.990.080.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;382;278;UW Bockfliess;;9102;y;n;n;8279,36
MULTILINESTRING ((534303.188159004 5185321.84165451,526924.870889989 5189039.24518658));213;St. Josef (Weststeiermark);60326;8521;St. Nikolai im Sausal 5;46.820.557.899.999.900;15.449.702.800.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;270;734;UW Preding;;4043;y;n;n;8261,88
MULTILINESTRING ((1054163.61977326 5303690.33737315,1053541.18941781 5311916.02547209));137;Sieggraben;10613;7223;Gemeinde Sieggraben;47.648.571.471.912;163.808.504.970.086;;;;;;283;260;UW Mattersburg;;9001;y;n;n;8249,2
MULTILINESTRING ((499554.755826857 5409570.42738254,507601.949802397 5411331.90905857));57;Breitenau;31804;3871;Hauptstra�e 117;48.839.107.800.000.000;14.993.932.170.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;370;152;UW Heidenreichstein;;9089;y;n;n;8237,73
MULTILINESTRING ((251762.26373998 5227537.06202705,259970.368433395 5226935.44439153));249;Tux;70934;6293;Lanersbach 470;47.154.496.799.999.900;11.725.229.100.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;194;636;KW Boesdornau;;4284;y;n;n;8230,12
MULTILINESTRING ((375990.731546154 5350009.45062136,381119.922056524 5356444.62644461));307;Schildorn;41229;4983;St. Georgen b.O.a.I. 18;48.291.126.749.999.900;13.328.122.400.000.000;Schärding;41422;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;424;783;UW Antiesenhofen;;9144;y;n;n;8229,22
MULTILINESTRING ((379203.465299131 5348452.96049011,381119.922056524 5356444.62644461));418;Weilbach;41235;4984;Weilbach 34;48.277.750.480.000.000;13.371.862.710.000.000;Wartberg an der Krems;40922;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;424;783;UW Antiesenhofen;;9144;y;n;n;8218,24
MULTILINESTRING ((620969.550629688 5363696.94728621,615958.277956301 5370209.69958687));149;Großengersdorf;31615;2221;Hauptplatz 1;48.414.806.400.000.000;16.634.848.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;391;288;UW Gaweinstal;;9111;y;n;n;8217,59
MULTILINESTRING ((409946.855386595 5329189.96689588,418101.396326315 5328385.23181203));2;Aichkirchen;41801;4671;Aichkirchen 26;48.109.602.199.999.900;13.790.206.200.000.000;Afiesl;41301;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;399;25;UW Lambach;;9119;y;y;n;8194,15
MULTILINESTRING ((1077169.92084498 5339099.31425584,1084935.03663493 5341707.98544069));11;Breitenbrunn_am_Neusiedler_See;10301;7091;Eisenstï¿½dter Straï¿½e 18;479.442.303;167.314.455;;;;;;285;266;UW Neusiedl;;9003;y;y;n;8191,59
MULTILINESTRING ((585305.170841802 5353585.24412844,589274.747576821 5360734.18991444));319;Münichreith-Laimbach;31525;3426;Bahnstra�e 3;48.329.692.199.999.900;16.150.931.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;339;65;UW Stockerau;;9058;y;n;n;8177,1
MULTILINESTRING ((1076222.27808364 5293180.28059261,1071009.03522899 5299470.46981038));97;Nikitsch;10815;7361;Hauptstraï¿½e 87;475.356.397;166.582.209;;;;;;292;265;UW Deutschkreutz;;9010;y;n;n;8169,72
MULTILINESTRING ((625433.586196522 5342624.74526413,633597.229958242 5342646.76177148));277;Leopoldsdorf im Marchfelde;30831;2285;Rathausplatz 3;48.224.436.400.000.000;16.688.882.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;259;310;UW Lassee;;4033;y;n;n;8163,67
MULTILINESTRING ((616457.719446144 5344823.65520752,609111.643226073 5341292.47351934));385;Raasdorf;30849;2281;Bahnstra�e 5;48.245.923.650.000.000;16.568.681.219.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;541;773;UW Wulzendorf;;9266;y;n;n;8150,71
MULTILINESTRING ((1052316.40063968 5248689.88892488,1044212.35480662 5249519.50825514));37;Güttenbach;10406;7536;Marktplatz 1;471.592.874;162.880.619.048.139;;;;;;273;739;UW Stegersbach;;4046;y;n;n;8146,4
MULTILINESTRING ((578859.407356333 5293563.10108669,582774.758316227 5286420.49412867));544;Willendorf;31845;2731;Puchbergerstra�e 36;47.790.596.950.000.000;16.052.912.190.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;377;163;UW Hohe Wand;;9096;y;n;n;8145,35
MULTILINESTRING ((372318.835917709 5252740.97223178,378047.566900422 5246954.14154758));61;Mauterndorf;50504;5511;Hüttau 29;47.415.620.199.999.900;13.307.359.099.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;447;514;UW Reitdorf;;9167;y;n;n;8142,84
MULTILINESTRING ((433811.613304006 5379810.61851278,425763.055400954 5378616.04512868));330;St. Georgen am Fillmannsbach;40435;4170;St. Stefan am Walde 65;48.567.890.900.000.000;14.102.807.500.000.000;Spital am Pyhrn;40918;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;426;703;UW Rohrbach (Oberoe);;9146;y;n;n;8136,72
MULTILINESTRING ((560341.372671861 5198954.31631503,555480.825712751 5192433.98788913));160;Passail;61763;8342;Paldau 41;46.941.374.160.000.000;15.792.833.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;488;353;UW St. Stephan;;9209;y;n;n;8132,63
MULTILINESTRING ((582728.328582873 5371800.49780955,579026.721263727 5379027.60365595));132;Günselsdorf;30612;2013;Hauptplatz 10;48.493.877.800.000.000;16.119.763.509.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;350;67;UW Hollabrunn;;9069;y;n;n;8119,91
MULTILINESTRING ((1049905.39511402 5266937.16711134,1043265.72171894 5262298.43068855));139;Stadtschlaining;10923;7400;Baumkircher Gasse 1;473.241.761;162.789.055;;;;;;65;762;Oberwart a;;4155;y;n;n;8099,58
MULTILINESTRING ((567912.856135045 5331516.44781425,567325.834526606 5339593.03786378));334;Neustadtl an der Donau;30521;3052;D�nekeplatz 3;48.133.277.000.000.000;15.912.772.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;341;144;UW Neulengbach;;9060;y;n;n;8097,89
MULTILINESTRING ((364006.837908309 5299234.3775997,359408.157563102 5305899.04833625));39;Henndorf am Wallersee;50317;5325;Dorf 1;47.832.069.199.999.900;13.182.785.300.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;439;758;UW Seekirchen;;9159;y;n;n;8097,26
MULTILINESTRING ((541658.457196431 5382077.60265724,546602.906172449 5388484.64014378));423;Schrattenbach;31834;3572;Kirchenplatz 1;48.590.395.049.999.900;15.564.935.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;353;70;UW Horn;;9072;y;n;n;8093,07
MULTILINESTRING ((516281.511836938 5323576.67604275,509976.436123236 5328647.00102086));340;Oberndorf an der Melk;32006;3281;Hauptstra�e 9;48.065.259.400.000.000;15.218.539.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;122;90;UW Wieselburg;;4212;y;n;n;8090,87
MULTILINESTRING ((385809.856646927 5333700.57878935,389678.688015051 5340782.17573264));348;St. Nikola an der Donau;41121;4920;Dorfplatz 1;48.146.299.300.000.000;13.464.843.500.000.000;St. Marienkirchen am Hausruck;41227;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;410;36;UW Ried;;9130;y;n;n;8069,5
MULTILINESTRING ((520144.347694415 5193394.9835517,526924.870889989 5189039.24518658));243;Stallhofen;61624;8524;Hauptplatz 1;46.893.785.999.999.900;15.264.444.500.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;270;734;UW Preding;;4043;y;n;n;8059,03
MULTILINESTRING ((185440.801263034 5248480.43714167,189823.41904746 5255227.03894012));144;Nassereith;70212;6465;Karl-Mayr-Stra�e 116a;47.314.141.550.000.000;10.837.705.010.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;505;540;UW Biberwier;;9227;y;n;n;8045,12
MULTILINESTRING ((437552.565442447 5313512.19640957,433747.690467083 5306427.93350388));219;Nußdorf am Attersee;41718;4542;Kirchenplatz 2;47.971.868.100.000.000;14.163.304.300.000.000;Niederneukirchen;41015;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;416;725;UW Kirchdorf;;9136;y;n;n;8041,38
MULTILINESTRING ((554698.659699932 5251338.09286998,552168.143659064 5243706.84991163));250;Stubenberg;62256;8190;Strallegg 100;47.413.200.629.999.900;15.725.087.650.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;478;219;UW Birkfeld;;9199;y;n;n;8039,86
MULTILINESTRING ((1062949.64057566 5236959.89915604,1055281.64111011 5239361.0950012));146;Strem;10416;7522;Lindenstraï¿½e 1;470.456.347;164.125.526;;;;;;234;737;UW Guessing;;4008;y;n;n;8035,17
MULTILINESTRING ((456872.143528639 5361607.22946081,462979.182195989 5356406.05750623));5;Alberndorf in der Riedmark;41601;4211;Kalchgruberstra�e 2;48.406.145.400.000.000;14.417.253.900.000.000;Aigen-Schlägl;41343;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;422;684;UW Friensdorf;;9142;y;n;n;8021,73
MULTILINESTRING ((363585.664576207 5340475.63827264,371561.598019558 5339624.62928914));198;Moosdorf;40425;5272;5271 Moosbach;48.202.844.839.999.900;13.164.036.110.000.000;Moosbach;40424;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;252;37;UW Rossbach;;4026;y;n;n;8021,21
MULTILINESTRING ((619927.483149215 5330694.08926358,612121.374869291 5332495.05942848));110;Fischamend;30730;2401;Gregerstra�e 1;48.118.204.800.000.000;16.611.411.199.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;385;747;UW Schwechat;;9105;y;n;n;8011,17
MULTILINESTRING ((389807.852117575 5270612.41335423,397235.915147259 5273604.36699782));92;Gramastetten;41609;4825;Gosau 444;47.579.562.809.999.900;13.534.656.439.999.900;Gilgenberg am Weilhart;40410;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;114;3;UW Steeg;;4204;y;n;n;8007,99
MULTILINESTRING ((405530.459788612 5347507.17402577,412292.542486423 5343247.50425929));212;Neumarkt im Mühlkreis;40612;4720;Marktplatz 30;48.273.719.600.000.000;13.726.814.700.000.000;Neukirchen an der Enknach;40427;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;415;34;UW Grieskirchen;;9135;y;n;n;7991,91
MULTILINESTRING ((377451.777147379 5291694.56537246,384348.057077593 5295726.0406367));41;Hof bei Salzburg;50319;5340;Mozartplatz 1;47.766.960.300.000.000;13.364.494.199.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;253;14;UW Unterach;;4027;y;n;n;7988,21
MULTILINESTRING ((492091.895382473 5310510.5445639,487297.537115288 5304127.13721427));560;Ybbsitz;30543;3340;Markt 1;47.947.860.100.000.000;14.894.093.509.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;127;102;WKW Opponitz;;4217;y;n;n;7983,34
MULTILINESTRING ((416914.523680563 5306179.01138646,409279.106967656 5308504.66845618));312;Schönau im Mühlkreis;40619;4817;Ort 10;47.903.554.950.000.000;13.888.250.100.000.000;Schildorn;41229;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;411;23;UW Gmunden;;9131;y;n;n;7981,75
MULTILINESTRING ((572542.295243834 5361175.2004889,565170.277753995 5364227.99959129));1;Absdorf;32101;3462;Hauptplatz 1;48.399.560.100.000.000;15.980.072.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;280;73;UW Kirchberg;;4052;y;n;n;7979,11
MULTILINESTRING ((386800.987729825 5319433.14852738,394714.788372082 5318460.4792489));249;Pfaffstätt;40431;4870;Pfaffing 2;48.018.156.800.000.000;13.481.944.300.000.000;Peterskirchen;41222;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;404;16;UW Timelkam;;9124;y;n;n;7973,35
